match_date,home_team,away_team,home_goals,away_goals,tournament,city,country,neutral,goal_diff,total_goals,home_result,is_competitive,home_points,away_points,match_id,source,source_match_id,source_competition_id,source_competition_name,source_generated_at_utc
1872-11-30,Scotland,England,0,0,Friendly,Glasgow,Scotland,False,0.0,0.0,draw,False,1.0,1.0,1872-11-30::Scotland::England,historical_csv,,,,
1873-03-08,England,Scotland,4,2,Friendly,London,England,False,2.0,6.0,home,False,3.0,0.0,1873-03-08::England::Scotland,historical_csv,,,,
1874-03-07,Scotland,England,2,1,Friendly,Glasgow,Scotland,False,1.0,3.0,home,False,3.0,0.0,1874-03-07::Scotland::England,historical_csv,,,,
1875-03-06,England,Scotland,2,2,Friendly,London,England,False,0.0,4.0,draw,False,1.0,1.0,1875-03-06::England::Scotland,historical_csv,,,,
1876-03-04,Scotland,England,3,0,Friendly,Glasgow,Scotland,False,3.0,3.0,home,False,3.0,0.0,1876-03-04::Scotland::England,historical_csv,,,,
1876-03-25,Scotland,Wales,4,0,Friendly,Glasgow,Scotland,False,4.0,4.0,home,False,3.0,0.0,1876-03-25::Scotland::Wales,historical_csv,,,,
1877-03-03,England,Scotland,1,3,Friendly,London,England,False,-2.0,4.0,away,False,0.0,3.0,1877-03-03::England::Scotland,historical_csv,,,,
1877-03-05,Wales,Scotland,0,2,Friendly,Wrexham,Wales,False,-2.0,2.0,away,False,0.0,3.0,1877-03-05::Wales::Scotland,historical_csv,,,,
1878-03-02,Scotland,England,7,2,Friendly,Glasgow,Scotland,False,5.0,9.0,home,False,3.0,0.0,1878-03-02::Scotland::England,historical_csv,,,,
1878-03-23,Scotland,Wales,9,0,Friendly,Glasgow,Scotland,False,9.0,9.0,home,False,3.0,0.0,1878-03-23::Scotland::Wales,historical_csv,,,,
1879-01-18,England,Wales,2,1,Friendly,London,England,False,1.0,3.0,home,False,3.0,0.0,1879-01-18::England::Wales,historical_csv,,,,
1879-04-05,England,Scotland,5,4,Friendly,London,England,False,1.0,9.0,home,False,3.0,0.0,1879-04-05::England::Scotland,historical_csv,,,,
1879-04-07,Wales,Scotland,0,3,Friendly,Wrexham,Wales,False,-3.0,3.0,away,False,0.0,3.0,1879-04-07::Wales::Scotland,historical_csv,,,,
1880-03-13,Scotland,England,5,4,Friendly,Glasgow,Scotland,False,1.0,9.0,home,False,3.0,0.0,1880-03-13::Scotland::England,historical_csv,,,,
1880-03-15,Wales,England,2,3,Friendly,Wrexham,Wales,False,-1.0,5.0,away,False,0.0,3.0,1880-03-15::Wales::England,historical_csv,,,,
1880-03-27,Scotland,Wales,5,1,Friendly,Glasgow,Scotland,False,4.0,6.0,home,False,3.0,0.0,1880-03-27::Scotland::Wales,historical_csv,,,,
1881-02-26,England,Wales,0,1,Friendly,Blackburn,England,False,-1.0,1.0,away,False,0.0,3.0,1881-02-26::England::Wales,historical_csv,,,,
1881-03-12,England,Scotland,1,6,Friendly,London,England,False,-5.0,7.0,away,False,0.0,3.0,1881-03-12::England::Scotland,historical_csv,,,,
1881-03-14,Wales,Scotland,1,5,Friendly,Wrexham,Wales,False,-4.0,6.0,away,False,0.0,3.0,1881-03-14::Wales::Scotland,historical_csv,,,,
1882-02-18,Northern Ireland,England,0,13,Friendly,Belfast,Ireland,False,-13.0,13.0,away,False,0.0,3.0,1882-02-18::Northern Ireland::England,historical_csv,,,,
1882-02-25,Wales,Northern Ireland,7,1,Friendly,Wrexham,Wales,False,6.0,8.0,home,False,3.0,0.0,1882-02-25::Wales::Northern Ireland,historical_csv,,,,
1882-03-11,Scotland,England,5,1,Friendly,Glasgow,Scotland,False,4.0,6.0,home,False,3.0,0.0,1882-03-11::Scotland::England,historical_csv,,,,
1882-03-13,Wales,England,5,3,Friendly,Wrexham,Wales,False,2.0,8.0,home,False,3.0,0.0,1882-03-13::Wales::England,historical_csv,,,,
1882-03-25,Scotland,Wales,5,0,Friendly,Glasgow,Scotland,False,5.0,5.0,home,False,3.0,0.0,1882-03-25::Scotland::Wales,historical_csv,,,,
1883-02-03,England,Wales,5,0,Friendly,London,England,False,5.0,5.0,home,False,3.0,0.0,1883-02-03::England::Wales,historical_csv,,,,
1883-02-24,England,Northern Ireland,7,0,Friendly,Liverpool,England,False,7.0,7.0,home,False,3.0,0.0,1883-02-24::England::Northern Ireland,historical_csv,,,,
1883-03-10,England,Scotland,2,3,Friendly,Sheffield,England,False,-1.0,5.0,away,False,0.0,3.0,1883-03-10::England::Scotland,historical_csv,,,,
1883-03-12,Wales,Scotland,0,3,Friendly,Wrexham,Wales,False,-3.0,3.0,away,False,0.0,3.0,1883-03-12::Wales::Scotland,historical_csv,,,,
1883-03-17,Northern Ireland,Wales,1,1,Friendly,Belfast,Ireland,False,0.0,2.0,draw,False,1.0,1.0,1883-03-17::Northern Ireland::Wales,historical_csv,,,,
1884-01-26,Northern Ireland,Scotland,0,5,British Home Championship,Belfast,Ireland,False,-5.0,5.0,away,True,0.0,3.0,1884-01-26::Northern Ireland::Scotland,historical_csv,,,,
1884-02-09,Wales,Northern Ireland,6,0,British Home Championship,Wrexham,Wales,False,6.0,6.0,home,True,3.0,0.0,1884-02-09::Wales::Northern Ireland,historical_csv,,,,
1884-02-23,Northern Ireland,England,1,8,British Home Championship,Belfast,Ireland,False,-7.0,9.0,away,True,0.0,3.0,1884-02-23::Northern Ireland::England,historical_csv,,,,
1884-03-15,Scotland,England,1,0,British Home Championship,Glasgow,Scotland,False,1.0,1.0,home,True,3.0,0.0,1884-03-15::Scotland::England,historical_csv,,,,
1884-03-17,Wales,England,0,4,British Home Championship,Wrexham,Wales,False,-4.0,4.0,away,True,0.0,3.0,1884-03-17::Wales::England,historical_csv,,,,
1884-03-29,Scotland,Wales,4,1,British Home Championship,Glasgow,Scotland,False,3.0,5.0,home,True,3.0,0.0,1884-03-29::Scotland::Wales,historical_csv,,,,
1885-02-28,England,Northern Ireland,4,0,British Home Championship,Manchester,England,False,4.0,4.0,home,True,3.0,0.0,1885-02-28::England::Northern Ireland,historical_csv,,,,
1885-03-14,England,Wales,1,1,British Home Championship,Blackburn,England,False,0.0,2.0,draw,True,1.0,1.0,1885-03-14::England::Wales,historical_csv,,,,
1885-03-14,Scotland,Northern Ireland,8,2,British Home Championship,Glasgow,Scotland,False,6.0,10.0,home,True,3.0,0.0,1885-03-14::Scotland::Northern Ireland,historical_csv,,,,
1885-03-21,England,Scotland,1,1,British Home Championship,London,England,False,0.0,2.0,draw,True,1.0,1.0,1885-03-21::England::Scotland,historical_csv,,,,
1885-03-23,Wales,Scotland,1,8,British Home Championship,Wrexham,Wales,False,-7.0,9.0,away,True,0.0,3.0,1885-03-23::Wales::Scotland,historical_csv,,,,
1885-04-11,Northern Ireland,Wales,2,8,British Home Championship,Belfast,Ireland,False,-6.0,10.0,away,True,0.0,3.0,1885-04-11::Northern Ireland::Wales,historical_csv,,,,
1885-11-28,United States,Canada,0,1,Friendly,Newark,United States,False,-1.0,1.0,away,False,0.0,3.0,1885-11-28::United States::Canada,historical_csv,,,,
1886-02-27,Wales,Northern Ireland,5,0,British Home Championship,Wrexham,Wales,False,5.0,5.0,home,True,3.0,0.0,1886-02-27::Wales::Northern Ireland,historical_csv,,,,
1886-03-13,Northern Ireland,England,1,6,British Home Championship,Belfast,Ireland,False,-5.0,7.0,away,True,0.0,3.0,1886-03-13::Northern Ireland::England,historical_csv,,,,
1886-03-20,Northern Ireland,Scotland,2,7,British Home Championship,Belfast,Ireland,False,-5.0,9.0,away,True,0.0,3.0,1886-03-20::Northern Ireland::Scotland,historical_csv,,,,
1886-03-27,Scotland,England,1,1,British Home Championship,Glasgow,Scotland,False,0.0,2.0,draw,True,1.0,1.0,1886-03-27::Scotland::England,historical_csv,,,,
1886-03-29,Wales,England,1,3,British Home Championship,Wrexham,Wales,False,-2.0,4.0,away,True,0.0,3.0,1886-03-29::Wales::England,historical_csv,,,,
1886-04-10,Scotland,Wales,4,1,British Home Championship,Glasgow,Scotland,False,3.0,5.0,home,True,3.0,0.0,1886-04-10::Scotland::Wales,historical_csv,,,,
1886-11-25,United States,Canada,3,2,Friendly,Newark,United States,False,1.0,5.0,home,False,3.0,0.0,1886-11-25::United States::Canada,historical_csv,,,,
1887-02-05,England,Northern Ireland,7,0,British Home Championship,Sheffield,England,False,7.0,7.0,home,True,3.0,0.0,1887-02-05::England::Northern Ireland,historical_csv,,,,
1887-02-19,Scotland,Northern Ireland,4,1,British Home Championship,Glasgow,Scotland,False,3.0,5.0,home,True,3.0,0.0,1887-02-19::Scotland::Northern Ireland,historical_csv,,,,
1887-02-26,England,Wales,4,0,British Home Championship,London,England,False,4.0,4.0,home,True,3.0,0.0,1887-02-26::England::Wales,historical_csv,,,,
1887-03-12,Northern Ireland,Wales,4,1,British Home Championship,Belfast,Ireland,False,3.0,5.0,home,True,3.0,0.0,1887-03-12::Northern Ireland::Wales,historical_csv,,,,
1887-03-19,England,Scotland,2,3,British Home Championship,Blackburn,England,False,-1.0,5.0,away,True,0.0,3.0,1887-03-19::England::Scotland,historical_csv,,,,
1887-03-21,Wales,Scotland,0,2,British Home Championship,Wrexham,Wales,False,-2.0,2.0,away,True,0.0,3.0,1887-03-21::Wales::Scotland,historical_csv,,,,
1888-02-04,England,Wales,5,1,British Home Championship,Crewe,England,False,4.0,6.0,home,True,3.0,0.0,1888-02-04::England::Wales,historical_csv,,,,
1888-03-03,Wales,Northern Ireland,11,0,British Home Championship,Wrexham,Wales,False,11.0,11.0,home,True,3.0,0.0,1888-03-03::Wales::Northern Ireland,historical_csv,,,,
1888-03-10,Scotland,Wales,5,1,British Home Championship,Edinburgh,Scotland,False,4.0,6.0,home,True,3.0,0.0,1888-03-10::Scotland::Wales,historical_csv,,,,
1888-03-17,Scotland,England,0,5,British Home Championship,Glasgow,Scotland,False,-5.0,5.0,away,True,0.0,3.0,1888-03-17::Scotland::England,historical_csv,,,,
1888-03-24,Northern Ireland,Scotland,2,10,British Home Championship,Belfast,Ireland,False,-8.0,12.0,away,True,0.0,3.0,1888-03-24::Northern Ireland::Scotland,historical_csv,,,,
1888-04-07,Northern Ireland,England,1,5,British Home Championship,Belfast,Ireland,False,-4.0,6.0,away,True,0.0,3.0,1888-04-07::Northern Ireland::England,historical_csv,,,,
1888-09-19,Scotland,Canada,4,0,Friendly,Glasgow,Scotland,False,4.0,4.0,home,False,3.0,0.0,1888-09-19::Scotland::Canada,historical_csv,,,,
1889-02-23,England,Wales,4,1,British Home Championship,Stoke-on-Trent,England,False,3.0,5.0,home,True,3.0,0.0,1889-02-23::England::Wales,historical_csv,,,,
1889-03-02,England,Northern Ireland,6,1,British Home Championship,Liverpool,England,False,5.0,7.0,home,True,3.0,0.0,1889-03-02::England::Northern Ireland,historical_csv,,,,
1889-03-09,Scotland,Northern Ireland,7,0,British Home Championship,Glasgow,Scotland,False,7.0,7.0,home,True,3.0,0.0,1889-03-09::Scotland::Northern Ireland,historical_csv,,,,
1889-04-13,England,Scotland,2,3,British Home Championship,London,England,False,-1.0,5.0,away,True,0.0,3.0,1889-04-13::England::Scotland,historical_csv,,,,
1889-04-15,Wales,Scotland,0,0,British Home Championship,Wrexham,Wales,False,0.0,0.0,draw,True,1.0,1.0,1889-04-15::Wales::Scotland,historical_csv,,,,
1889-04-27,Northern Ireland,Wales,1,3,British Home Championship,Belfast,Ireland,False,-2.0,4.0,away,True,0.0,3.0,1889-04-27::Northern Ireland::Wales,historical_csv,,,,
1890-02-08,Wales,Northern Ireland,5,2,British Home Championship,Shrewsbury,England,True,3.0,7.0,home,True,3.0,0.0,1890-02-08::Wales::Northern Ireland,historical_csv,,,,
1890-03-15,Northern Ireland,England,1,9,British Home Championship,Belfast,Ireland,False,-8.0,10.0,away,True,0.0,3.0,1890-03-15::Northern Ireland::England,historical_csv,,,,
1890-03-15,Wales,England,1,3,British Home Championship,Wrexham,Wales,False,-2.0,4.0,away,True,0.0,3.0,1890-03-15::Wales::England,historical_csv,,,,
1890-03-22,Scotland,Wales,5,0,British Home Championship,Paisley,Scotland,False,5.0,5.0,home,True,3.0,0.0,1890-03-22::Scotland::Wales,historical_csv,,,,
1890-03-29,Northern Ireland,Scotland,1,4,British Home Championship,Belfast,Ireland,False,-3.0,5.0,away,True,0.0,3.0,1890-03-29::Northern Ireland::Scotland,historical_csv,,,,
1890-04-05,Scotland,England,1,1,British Home Championship,Glasgow,Scotland,False,0.0,2.0,draw,True,1.0,1.0,1890-04-05::Scotland::England,historical_csv,,,,
1891-02-07,Northern Ireland,Wales,7,2,British Home Championship,Belfast,Ireland,False,5.0,9.0,home,True,3.0,0.0,1891-02-07::Northern Ireland::Wales,historical_csv,,,,
1891-03-07,England,Northern Ireland,6,1,British Home Championship,Wolverhampton,England,False,5.0,7.0,home,True,3.0,0.0,1891-03-07::England::Northern Ireland,historical_csv,,,,
1891-03-07,England,Wales,4,1,British Home Championship,Sunderland,England,False,3.0,5.0,home,True,3.0,0.0,1891-03-07::England::Wales,historical_csv,,,,
1891-03-21,Wales,Scotland,3,4,British Home Championship,Wrexham,Wales,False,-1.0,7.0,away,True,0.0,3.0,1891-03-21::Wales::Scotland,historical_csv,,,,
1891-03-28,Scotland,Northern Ireland,2,1,British Home Championship,Glasgow,Scotland,False,1.0,3.0,home,True,3.0,0.0,1891-03-28::Scotland::Northern Ireland,historical_csv,,,,
1891-04-04,England,Scotland,2,1,British Home Championship,Blackburn,England,False,1.0,3.0,home,True,3.0,0.0,1891-04-04::England::Scotland,historical_csv,,,,
1892-02-27,Wales,Northern Ireland,1,1,British Home Championship,Bangor,Wales,False,0.0,2.0,draw,True,1.0,1.0,1892-02-27::Wales::Northern Ireland,historical_csv,,,,
1892-03-05,Northern Ireland,England,0,2,British Home Championship,Belfast,Ireland,False,-2.0,2.0,away,True,0.0,3.0,1892-03-05::Northern Ireland::England,historical_csv,,,,
1892-03-05,Wales,England,0,2,British Home Championship,Wrexham,Wales,False,-2.0,2.0,away,True,0.0,3.0,1892-03-05::Wales::England,historical_csv,,,,
1892-03-19,Northern Ireland,Scotland,2,3,British Home Championship,Belfast,Ireland,False,-1.0,5.0,away,True,0.0,3.0,1892-03-19::Northern Ireland::Scotland,historical_csv,,,,
1892-03-26,Scotland,Wales,6,1,British Home Championship,Edinburgh,Scotland,False,5.0,7.0,home,True,3.0,0.0,1892-03-26::Scotland::Wales,historical_csv,,,,
1892-04-02,Scotland,England,1,4,British Home Championship,Glasgow,Scotland,False,-3.0,5.0,away,True,0.0,3.0,1892-04-02::Scotland::England,historical_csv,,,,
1893-02-25,England,Northern Ireland,6,1,British Home Championship,Birmingham,England,False,5.0,7.0,home,True,3.0,0.0,1893-02-25::England::Northern Ireland,historical_csv,,,,
1893-03-13,England,Wales,6,0,British Home Championship,Stoke-on-Trent,England,False,6.0,6.0,home,True,3.0,0.0,1893-03-13::England::Wales,historical_csv,,,,
1893-03-18,Wales,Scotland,0,8,British Home Championship,Wrexham,Wales,False,-8.0,8.0,away,True,0.0,3.0,1893-03-18::Wales::Scotland,historical_csv,,,,
1893-03-25,Scotland,Northern Ireland,6,1,British Home Championship,Glasgow,Scotland,False,5.0,7.0,home,True,3.0,0.0,1893-03-25::Scotland::Northern Ireland,historical_csv,,,,
1893-04-01,England,Scotland,5,2,British Home Championship,Richmond,England,False,3.0,7.0,home,True,3.0,0.0,1893-04-01::England::Scotland,historical_csv,,,,
1894-02-24,Wales,Northern Ireland,4,1,British Home Championship,Swansea,Wales,False,3.0,5.0,home,True,3.0,0.0,1894-02-24::Wales::Northern Ireland,historical_csv,,,,
1894-03-03,Northern Ireland,England,2,2,British Home Championship,Belfast,Ireland,False,0.0,4.0,draw,True,1.0,1.0,1894-03-03::Northern Ireland::England,historical_csv,,,,
1894-03-12,Wales,England,1,5,British Home Championship,Wrexham,Wales,False,-4.0,6.0,away,True,0.0,3.0,1894-03-12::Wales::England,historical_csv,,,,
1894-03-24,Scotland,Wales,5,2,British Home Championship,Kilmarnock,Scotland,False,3.0,7.0,home,True,3.0,0.0,1894-03-24::Scotland::Wales,historical_csv,,,,
1894-03-31,Northern Ireland,Scotland,1,2,British Home Championship,Belfast,Ireland,False,-1.0,3.0,away,True,0.0,3.0,1894-03-31::Northern Ireland::Scotland,historical_csv,,,,
1894-04-07,Scotland,England,2,2,British Home Championship,Glasgow,Scotland,False,0.0,4.0,draw,True,1.0,1.0,1894-04-07::Scotland::England,historical_csv,,,,
1895-03-09,England,Northern Ireland,9,0,British Home Championship,Derby,England,False,9.0,9.0,home,True,3.0,0.0,1895-03-09::England::Northern Ireland,historical_csv,,,,
1895-03-16,Northern Ireland,Wales,2,2,British Home Championship,Belfast,Ireland,False,0.0,4.0,draw,True,1.0,1.0,1895-03-16::Northern Ireland::Wales,historical_csv,,,,
1895-03-18,England,Wales,1,1,British Home Championship,London,England,False,0.0,2.0,draw,True,1.0,1.0,1895-03-18::England::Wales,historical_csv,,,,
1895-03-23,Wales,Scotland,2,2,British Home Championship,Wrexham,Wales,False,0.0,4.0,draw,True,1.0,1.0,1895-03-23::Wales::Scotland,historical_csv,,,,
1895-03-30,Scotland,Northern Ireland,3,1,British Home Championship,Glasgow,Scotland,False,2.0,4.0,home,True,3.0,0.0,1895-03-30::Scotland::Northern Ireland,historical_csv,,,,
1895-04-06,England,Scotland,3,0,British Home Championship,Liverpool,England,False,3.0,3.0,home,True,3.0,0.0,1895-04-06::England::Scotland,historical_csv,,,,
1896-02-29,Wales,Northern Ireland,6,1,British Home Championship,Wrexham,Wales,False,5.0,7.0,home,True,3.0,0.0,1896-02-29::Wales::Northern Ireland,historical_csv,,,,
1896-03-07,Northern Ireland,England,0,2,British Home Championship,Belfast,Ireland,False,-2.0,2.0,away,True,0.0,3.0,1896-03-07::Northern Ireland::England,historical_csv,,,,
1896-03-16,Wales,England,1,9,British Home Championship,Cardiff,Wales,False,-8.0,10.0,away,True,0.0,3.0,1896-03-16::Wales::England,historical_csv,,,,
1896-03-21,Scotland,Wales,4,0,British Home Championship,Dundee,Scotland,False,4.0,4.0,home,True,3.0,0.0,1896-03-21::Scotland::Wales,historical_csv,,,,
1896-03-28,Northern Ireland,Scotland,3,3,British Home Championship,Belfast,Ireland,False,0.0,6.0,draw,True,1.0,1.0,1896-03-28::Northern Ireland::Scotland,historical_csv,,,,
1896-04-04,Scotland,England,2,1,British Home Championship,Glasgow,Scotland,False,1.0,3.0,home,True,3.0,0.0,1896-04-04::Scotland::England,historical_csv,,,,
1897-02-20,England,Northern Ireland,6,0,British Home Championship,Nottingham,England,False,6.0,6.0,home,True,3.0,0.0,1897-02-20::England::Northern Ireland,historical_csv,,,,
1897-03-06,Northern Ireland,Wales,4,3,British Home Championship,Belfast,Ireland,False,1.0,7.0,home,True,3.0,0.0,1897-03-06::Northern Ireland::Wales,historical_csv,,,,
1897-03-20,Wales,Scotland,2,2,British Home Championship,Wrexham,Wales,False,0.0,4.0,draw,True,1.0,1.0,1897-03-20::Wales::Scotland,historical_csv,,,,
1897-03-27,Scotland,Northern Ireland,5,1,British Home Championship,Glasgow,Scotland,False,4.0,6.0,home,True,3.0,0.0,1897-03-27::Scotland::Northern Ireland,historical_csv,,,,
1897-03-29,England,Wales,4,0,British Home Championship,Sheffield,England,False,4.0,4.0,home,True,3.0,0.0,1897-03-29::England::Wales,historical_csv,,,,
1897-04-03,England,Scotland,1,2,British Home Championship,London,England,False,-1.0,3.0,away,True,0.0,3.0,1897-04-03::England::Scotland,historical_csv,,,,
1898-02-19,Wales,Northern Ireland,0,1,British Home Championship,Llandudno,Wales,False,-1.0,1.0,away,True,0.0,3.0,1898-02-19::Wales::Northern Ireland,historical_csv,,,,
1898-03-05,Northern Ireland,England,2,3,British Home Championship,Belfast,Ireland,False,-1.0,5.0,away,True,0.0,3.0,1898-03-05::Northern Ireland::England,historical_csv,,,,
1898-03-19,Scotland,Wales,5,2,British Home Championship,Motherwell,Scotland,False,3.0,7.0,home,True,3.0,0.0,1898-03-19::Scotland::Wales,historical_csv,,,,
1898-03-26,Northern Ireland,Scotland,0,3,British Home Championship,Belfast,Ireland,False,-3.0,3.0,away,True,0.0,3.0,1898-03-26::Northern Ireland::Scotland,historical_csv,,,,
1898-03-28,Wales,England,0,3,British Home Championship,Wrexham,Wales,False,-3.0,3.0,away,True,0.0,3.0,1898-03-28::Wales::England,historical_csv,,,,
1898-04-02,Scotland,England,1,3,British Home Championship,Glasgow,Scotland,False,-2.0,4.0,away,True,0.0,3.0,1898-04-02::Scotland::England,historical_csv,,,,
1899-02-18,England,Northern Ireland,13,2,British Home Championship,Sunderland,England,False,11.0,15.0,home,True,3.0,0.0,1899-02-18::England::Northern Ireland,historical_csv,,,,
1899-03-04,Northern Ireland,Wales,1,0,British Home Championship,Belfast,Ireland,False,1.0,1.0,home,True,3.0,0.0,1899-03-04::Northern Ireland::Wales,historical_csv,,,,
1899-03-18,Wales,Scotland,0,6,British Home Championship,Wrexham,Wales,False,-6.0,6.0,away,True,0.0,3.0,1899-03-18::Wales::Scotland,historical_csv,,,,
1899-03-20,England,Wales,4,0,British Home Championship,Bristol,England,False,4.0,4.0,home,True,3.0,0.0,1899-03-20::England::Wales,historical_csv,,,,
1899-03-25,Scotland,Northern Ireland,9,1,British Home Championship,Glasgow,Scotland,False,8.0,10.0,home,True,3.0,0.0,1899-03-25::Scotland::Northern Ireland,historical_csv,,,,
1899-04-08,England,Scotland,2,1,British Home Championship,Birmingham,England,False,1.0,3.0,home,True,3.0,0.0,1899-04-08::England::Scotland,historical_csv,,,,
1900-02-03,Scotland,Wales,5,2,British Home Championship,Aberdeen,Scotland,False,3.0,7.0,home,True,3.0,0.0,1900-02-03::Scotland::Wales,historical_csv,,,,
1900-02-24,Wales,Northern Ireland,2,0,British Home Championship,Llandudno,Wales,False,2.0,2.0,home,True,3.0,0.0,1900-02-24::Wales::Northern Ireland,historical_csv,,,,
1900-03-03,Northern Ireland,Scotland,0,3,British Home Championship,Belfast,Ireland,False,-3.0,3.0,away,True,0.0,3.0,1900-03-03::Northern Ireland::Scotland,historical_csv,,,,
1900-03-17,Northern Ireland,England,0,2,British Home Championship,Dublin,Ireland,False,-2.0,2.0,away,True,0.0,3.0,1900-03-17::Northern Ireland::England,historical_csv,,,,
1900-03-26,Wales,England,1,1,British Home Championship,Cardiff,Wales,False,0.0,2.0,draw,True,1.0,1.0,1900-03-26::Wales::England,historical_csv,,,,
1900-04-07,Scotland,England,4,1,British Home Championship,Glasgow,Scotland,False,3.0,5.0,home,True,3.0,0.0,1900-04-07::Scotland::England,historical_csv,,,,
1901-02-23,Scotland,Northern Ireland,11,0,British Home Championship,Glasgow,Scotland,False,11.0,11.0,home,True,3.0,0.0,1901-02-23::Scotland::Northern Ireland,historical_csv,,,,
1901-03-02,Wales,Scotland,1,1,British Home Championship,Wrexham,Wales,False,0.0,2.0,draw,True,1.0,1.0,1901-03-02::Wales::Scotland,historical_csv,,,,
1901-03-09,England,Northern Ireland,3,0,British Home Championship,Southampton,England,False,3.0,3.0,home,True,3.0,0.0,1901-03-09::England::Northern Ireland,historical_csv,,,,
1901-03-18,England,Wales,6,0,British Home Championship,Newcastle,England,False,6.0,6.0,home,True,3.0,0.0,1901-03-18::England::Wales,historical_csv,,,,
1901-03-23,Northern Ireland,Wales,0,1,British Home Championship,Belfast,Ireland,False,-1.0,1.0,away,True,0.0,3.0,1901-03-23::Northern Ireland::Wales,historical_csv,,,,
1901-03-30,England,Scotland,2,2,British Home Championship,London,England,False,0.0,4.0,draw,True,1.0,1.0,1901-03-30::England::Scotland,historical_csv,,,,
1902-02-22,Wales,Northern Ireland,0,3,British Home Championship,Cardiff,Wales,False,-3.0,3.0,away,True,0.0,3.0,1902-02-22::Wales::Northern Ireland,historical_csv,,,,
1902-03-01,Northern Ireland,Scotland,1,5,British Home Championship,Belfast,Ireland,False,-4.0,6.0,away,True,0.0,3.0,1902-03-01::Northern Ireland::Scotland,historical_csv,,,,
1902-03-03,Wales,England,0,0,British Home Championship,Wrexham,Wales,False,0.0,0.0,draw,True,1.0,1.0,1902-03-03::Wales::England,historical_csv,,,,
1902-03-15,Scotland,Wales,5,1,British Home Championship,Greenock,Scotland,False,4.0,6.0,home,True,3.0,0.0,1902-03-15::Scotland::Wales,historical_csv,,,,
1902-03-22,Northern Ireland,England,0,1,British Home Championship,Belfast,Ireland,False,-1.0,1.0,away,True,0.0,3.0,1902-03-22::Northern Ireland::England,historical_csv,,,,
1902-05-03,England,Scotland,2,2,British Home Championship,Birmingham,England,False,0.0,4.0,draw,True,1.0,1.0,1902-05-03::England::Scotland,historical_csv,,,,
1902-07-20,Uruguay,Argentina,0,6,Friendly,Montevideo,Uruguay,False,-6.0,6.0,away,False,0.0,3.0,1902-07-20::Uruguay::Argentina,historical_csv,,,,
1902-10-12,Austria,Hungary,5,0,Friendly,Vienna,Austria,False,5.0,5.0,home,False,3.0,0.0,1902-10-12::Austria::Hungary,historical_csv,,,,
1903-02-14,England,Northern Ireland,4,0,British Home Championship,Wolverhampton,England,False,4.0,4.0,home,True,3.0,0.0,1903-02-14::England::Northern Ireland,historical_csv,,,,
1903-03-02,England,Wales,2,1,British Home Championship,Portsmouth,England,False,1.0,3.0,home,True,3.0,0.0,1903-03-02::England::Wales,historical_csv,,,,
1903-03-09,Wales,Scotland,0,1,British Home Championship,Cardiff,Wales,False,-1.0,1.0,away,True,0.0,3.0,1903-03-09::Wales::Scotland,historical_csv,,,,
1903-03-21,Scotland,Northern Ireland,0,2,British Home Championship,Glasgow,Scotland,False,-2.0,2.0,away,True,0.0,3.0,1903-03-21::Scotland::Northern Ireland,historical_csv,,,,
1903-03-28,Northern Ireland,Wales,2,0,British Home Championship,Belfast,Ireland,False,2.0,2.0,home,True,3.0,0.0,1903-03-28::Northern Ireland::Wales,historical_csv,,,,
1903-04-04,England,Scotland,1,2,British Home Championship,Sheffield,England,False,-1.0,3.0,away,True,0.0,3.0,1903-04-04::England::Scotland,historical_csv,,,,
1903-04-05,Hungary,Czechoslovakia,2,1,Friendly,Budapest,Hungary,False,1.0,3.0,home,False,3.0,0.0,1903-04-05::Hungary::Czechoslovakia,historical_csv,,,,
1903-06-11,Hungary,Austria,3,2,Friendly,Budapest,Hungary,False,1.0,5.0,home,False,3.0,0.0,1903-06-11::Hungary::Austria,historical_csv,,,,
1903-09-13,Argentina,Uruguay,2,3,Friendly,Buenos Aires,Argentina,False,-1.0,5.0,away,False,0.0,3.0,1903-09-13::Argentina::Uruguay,historical_csv,,,,
1903-10-11,Austria,Hungary,4,2,Friendly,Vienna,Austria,False,2.0,6.0,home,False,3.0,0.0,1903-10-11::Austria::Hungary,historical_csv,,,,
1904-02-29,Wales,England,2,2,British Home Championship,Wrexham,Wales,False,0.0,4.0,draw,True,1.0,1.0,1904-02-29::Wales::England,historical_csv,,,,
1904-03-12,Northern Ireland,England,1,3,British Home Championship,Belfast,Ireland,False,-2.0,4.0,away,True,0.0,3.0,1904-03-12::Northern Ireland::England,historical_csv,,,,
1904-03-12,Scotland,Wales,1,1,British Home Championship,Dundee,Scotland,False,0.0,2.0,draw,True,1.0,1.0,1904-03-12::Scotland::Wales,historical_csv,,,,
1904-03-21,Wales,Northern Ireland,0,1,British Home Championship,Bangor,Wales,False,-1.0,1.0,away,True,0.0,3.0,1904-03-21::Wales::Northern Ireland,historical_csv,,,,
1904-03-26,Northern Ireland,Scotland,1,1,British Home Championship,Dublin,Ireland,False,0.0,2.0,draw,True,1.0,1.0,1904-03-26::Northern Ireland::Scotland,historical_csv,,,,
1904-04-09,Scotland,England,0,1,British Home Championship,Glasgow,Scotland,False,-1.0,1.0,away,True,0.0,3.0,1904-04-09::Scotland::England,historical_csv,,,,
